Id,Source,Status (leads),Acquisition Campaign,City,Use Case,Status (offers),Price,Pain,Has_discount_code,Is_in_leads,created_days_leads,created_days_offers
ih4uvaq9,Outbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,200.0,operations,False,True,252.0,253
ihb1fb1z,Outbound,Qualified,N/A,San Jose,Educational Seminars,Closed Lost,1008.0,operations,True,True,470.0,496
ihcnmia0,Inbound,Qualified,N/A,Seattle,Corporate Events,Closed Won,768.0,operations,True,True,542.0,542
ii383ljk,Inbound,Qualified,EducationExpo 2,San Francisco,Educational Seminars,Demo 1,360.0,financial control,False,True,683.0,402
ii9gc9tu,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,True,226.0,231
iiaj9mr9,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,True,33.0,61
iiakyhed,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,quality of delivery,True,False,-1000.0,442
iis260x1,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,200.0,quality of delivery,True,True,173.0,152
iixhznlj,Outbound,Qualified,N/A,Jacksonville,Educational Seminars,Closed Won,360.0,financial control,True,True,546.0,525
iixtafdl,Inbound,Qualified,N/A,San Francisco,N/A,Closed Lost,200.0,financial control,True,True,6.0,249
ijarfmet,Inbound,Qualified,EducationExpo 2,San Antonio,Educational Seminars,Closed Lost,360.0,financial control,True,True,654.0,657
ijby5beh,Outbound,Qualified,VirtualMeetups,Philadelphia,Corporate Events,Closed Won,240.0,N/A,True,True,720.0,720
ijtao559,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,300.0,operations,True,False,-1000.0,687
ik3wb1tk,Inbound,Qualified,N/A,N/A,Corporate Events,Checkbox,324.0,operations,True,True,222.0,222
ik8jdbp1,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,360.0,operations,True,True,188.0,188
ikfzgxqm,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Lost,22.0,N/A,False,True,342.0,342
ikn32tlx,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,200.0,operations,False,True,33.0,92
ikrqfv5e,Outbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,360.0,operations,True,True,484.0,484
iku93i5c,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,195
il1jcvf4,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,960.0,operations,True,True,350.0,351
il34n0kz,Outbound,Qualified,N/A,San Jose,Corporate Events,Closed Lost,200.0,operations,True,True,121.0,213
il4huuwr,Inbound,Qualified,EducationExpo 3,Jacksonville,N/A,Demo 1,360.0,N/A,False,True,491.0,705
il8y8syb,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,324.0,financial control,True,False,-1000.0,653
ile4y30z,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,360.0,financial control,True,False,-1000.0,562
imh3dikr,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,200.0,operations,False,True,253.0,266
imiuh0o6,Inbound,Qualified,N/A,Indianapolis,Sports Events,Closed Lost,240.0,operations,True,True,530.0,547
imuq0jw4,Inbound,Qualified,N/A,Chicago,Educational Seminars,Closed Won,768.0,operations,True,True,351.0,352
imycd2oy,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,360.0,financial control,True,True,33.0,61
in6zucpf,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,960.0,operations,True,False,-1000.0,249
in9et8eb,N/A,N/A,N/A,N/A,Corporate Events,Checkbox,240.0,operations,True,False,-1000.0,252
injpv6al,Inbound,Qualified,N/A,San Francisco,Sports Events,Closed Lost,1680.0,financial control,True,True,217.0,315
io86gkyt,N/A,N/A,N/A,N/A,Sports Events,Closed Won,150.0,operations,True,False,-1000.0,372
iodaqzg2,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Won,1344.0,financial control,True,True,477.0,496
ioic5uh2,Outbound,Qualified,N/A,Dallas,Educational Seminars,Closed Won,360.0,quality of delivery,True,True,538.0,486
ioqva1hg,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Lost,960.0,operations,True,True,419.0,419
ip2orlg7,Outbound,Qualified,VirtualMeetups,N/A,Corporate Events,Demo 1,360.0,operations,False,True,715.0,720
ipgap9u2,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,576.0,operations,True,True,1.0,1
ipj68m0j,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,quality of delivery,True,True,174.0,32
ipkk8eiv,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,360.0,operations,True,True,0.0,0
iq5alwbz,N/A,N/A,N/A,N/A,Educational Seminars,Negotiation,1344.0,operations,True,False,-1000.0,296
iqif5hl3,Outbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Won,576.0,financial control,True,True,652.0,652
iqjcxwbh,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,200.0,quality of delivery,False,True,254.0,258
iqjl4flq,Outbound,Qualified,TradeShow 7,San Francisco,Sports Events,Closed Won,324.0,financial control,True,True,625.0,630
ir4qp7qp,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,576.0,operations,True,True,223.0,224
ircnlpqh,Inbound,Qualified,N/A,Dallas,Corporate Events,Closed Won,1344.0,N/A,True,True,605.0,605
irrg843v,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,360.0,operations,False,True,424.0,539
iryirl5g,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,240.0,operations,True,False,-1000.0,257
irzbjvcu,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,360.0,N/A,False,True,441.0,449
is51fhyo,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,360.0,financial control,True,False,-1000.0,596
is8jj91m,Outbound,Qualified,EducationExpo 2,N/A,Corporate Events,Checkbox,1344.0,operations,True,True,642.0,653
is8pduu5,Outbound,Qualified,N/A,Chicago,Educational Seminars,Closed Won,768.0,financial control,True,True,554.0,555
isbz850k,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,300.0,financial control,True,True,471.0,474
iscntmf1,Inbound,Qualified,Branding book,N/A,Corporate Events,Closed Lost,200.0,operations,False,True,610.0,671
ishr0amg,Outbound,Qualified,N/A,N/A,Wedding Planning,Demo 1,360.0,N/A,False,True,674.0,693
isl2ihf7,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,240.0,operations,True,True,348.0,356
issjlxiy,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,696.0,operations,False,True,161.0,162
issuxatz,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,309
isyrhqwn,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,120.0,operations,False,True,504.0,509
it5h61xb,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,768.0,operations,True,True,249.0,279
it8qhckb,Outbound,Qualified,ArtFair,Chicago,Sports Events,Negotiation,2640.0,time saving,False,True,540.0,486
iua7p276,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,300.0,operations,True,False,-1000.0,582
iud4ha3a,Outbound,Qualified,FB Campaign,N/A,Educational Seminars,Closed Won,1344.0,financial control,True,True,559.0,560
iudcsd6n,Inbound,Qualified,N/A,Dallas,Sports Events,Closed Lost,240.0,operations,False,True,168.0,155
iujympb9,Outbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Lost,120.0,operations,False,True,470.0,423
iulxd8dn,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,1008.0,operations,True,False,-1000.0,656
iv6pvobb,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,600.0,quality of delivery,False,True,251.0,252
ivdj0cz1,Outbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Won,1344.0,operations,True,True,546.0,546
ivl2wcwb,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,True,342.0,344
ivo51yfz,Inbound,Qualified,N/A,Houston,Corporate Events,Closed Won,1344.0,operations,True,True,435.0,436
ivobd1nc,Outbound,Qualified,Branding book,Jacksonville,Sports Events,Closed Won,120.0,N/A,True,True,625.0,631
ivu8e8uy,Inbound,Qualified,VirtualMeetups,Columbus,Corporate Events,Closed Lost,200.0,financial control,False,True,688.0,688
iw3u80qy,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,200.0,operations,False,True,319.0,327
iwkzw3j0,N/A,N/A,N/A,N/A,Educational Seminars,Closed Lost,1008.0,operations,True,False,-1000.0,95
ix1x3rbx,Outbound,Qualified,N/A,San Antonio,Corporate Events,Closed Lost,360.0,operations,True,True,700.0,554
ix79vsnq,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,768.0,financial control,False,True,649.0,652
ixmwp4yv,Outbound,Qualified,N/A,San Francisco,Sports Events,Closed Lost,150.0,operations,False,True,523.0,523
ixyn6x1c,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,709
iy2xzett,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Lost,150.0,operations,True,True,541.0,664
iyhjbdyx,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,360.0,operations,True,True,125.0,339
iylh39ps,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,240.0,quality of delivery,True,True,252.0,253
iyp7gsi2,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,120.0,operations,False,True,525.0,530
iys1pg1v,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,576.0,operations,False,True,533.0,533
iz0ktedo,N/A,N/A,N/A,N/A,Sports Events,Checkbox,1344.0,operations,True,False,-1000.0,505
iz3yd22d,Inbound,Qualified,N/A,San Francisco,Corporate Events,Negotiation,940.0,financial control,True,True,216.0,280
iz6uq7fg,Outbound,Qualified,N/A,N/A,Sports Events,Demo 1,360.0,quality of delivery,False,True,705.0,707
iz8h9tl8,Inbound,Qualified,N/A,Columbus,Educational Seminars,Closed Won,300.0,operations,True,True,535.0,366
iz8tuot2,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,0.0,operations,False,True,213.0,188
izbks6y8,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,450.0,operations,False,True,235.0,237
izwnl86y,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Lost,300.0,operations,False,True,378.0,386
j075ja35,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,150.0,operations,True,True,372.0,373
j076hhdj,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,768.0,operations,True,False,-1000.0,378
j0bmp5t1,Outbound,Qualified,TradeShow 5,Dallas,Corporate Events,Closed Won,360.0,financial control,True,True,566.0,398
j0owu4gs,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Won,360.0,operations,True,True,436.0,440
j0s256fl,Outbound,Qualified,Corporate Connect,Indianapolis,Corporate Events,Closed Lost,1344.0,financial control,True,True,587.0,587
j0w5oxtz,Inbound,Qualified,N/A,San Jose,Educational Seminars,Closed Won,1344.0,quality of delivery,True,True,168.0,170
j14gccro,Inbound,Qualified,TradeShow 5,San Francisco,Educational Seminars,Demo 1,360.0,financial control,False,True,756.0,999
j15bi9b0,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,756
j17bhnln,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,576.0,operations,False,True,287.0,288
j1intvjr,Inbound,Qualified,N/A,Washington,Corporate Events,Closed Won,768.0,operations,True,True,378.0,378
j1qvuxgh,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,469
j1yw61ls,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,200.0,financial control,False,True,510.0,510
j25ax9ii,N/A,N/A,N/A,N/A,Sports Events,Closed Won,240.0,operations,True,False,-1000.0,36
j294qqg5,Inbound,Qualified,N/A,Indianapolis,Corporate Events,Closed Won,576.0,financial control,True,True,355.0,356
j2eq8e3c,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,300.0,operations,True,False,-1000.0,429
j2tbx66j,Outbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,1344.0,financial control,True,True,486.0,560
j2xj5qcm,Inbound,Qualified,N/A,Austin,Sports Events,Closed Won,576.0,operations,True,True,573.0,413
j3dhuv6u,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Checkbox,960.0,operations,True,True,595.0,595
j3k6c5q4,Inbound,Qualified,N/A,Indianapolis,Sports Events,Closed Lost,360.0,operations,True,True,359.0,377
j3lat7p0,Outbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,360.0,financial control,True,True,231.0,253
j3pknkt8,Inbound,Qualified,N/A,New York,Corporate Events,Closed Lost,324.0,financial control,True,True,34.0,62
j3v2soul,Outbound,Qualified,TradeShow 8,N/A,Corporate Events,Closed Won,360.0,operations,True,True,517.0,553
j43083sd,N/A,N/A,N/A,N/A,Educational Seminars,Closed Lost,200.0,operations,False,False,-1000.0,64
j4o08p1k,Outbound,Qualified,N/A,N/A,Sports Events,Closed Won,360.0,time saving,True,True,504.0,505
j4tf6oxt,Outbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,768.0,operations,True,True,502.0,502
j4tvs0pj,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,300.0,operations,True,False,-1000.0,288
j57aykrt,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,960.0,operations,True,True,637.0,698
j5kgfukm,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,360.0,operations,True,True,449.0,453
j5nzl708,N/A,N/A,N/A,N/A,N/A,Demo 1,360.0,N/A,False,False,-1000.0,328
j5udrd97,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,14870.0,quality of delivery,True,True,182.0,244
j609e4xj,Inbound,Qualified,N/A,Charlotte,Sports Events,Closed Won,360.0,operations,True,True,463.0,467
j6dvi0b6,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,285
j762mn8t,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,360.0,operations,True,True,304.0,304
j806on2k,Inbound,Qualified,N/A,San Jose,Sports Events,Closed Lost,240.0,N/A,True,True,498.0,608
j83j19to,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,0.0,financial control,False,True,601.0,602
j8bvrjxo,Outbound,Qualified,EducationExpo 2,N/A,Educational Seminars,Closed Won,960.0,time saving,True,True,368.0,702
j8hk55pz,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,1344.0,financial control,True,True,702.0,702
j8o7lu3m,Inbound,Qualified,N/A,Washington,Sports Events,Closed Won,960.0,financial control,True,True,636.0,697
j8x0il88,Inbound,Qualified,EducationExpo 2,N/A,Educational Seminars,Closed Lost,360.0,quality of delivery,True,True,594.0,600
j90atvpj,Inbound,Qualified,N/A,Indianapolis,Corporate Events,Closed Lost,600.0,operations,True,True,188.0,189
j9kee0q7,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,240.0,operations,True,True,222.0,225
j9mzlnpu,Inbound,Qualified,N/A,N/A,Sports Events,Closed Won,240.0,operations,True,True,477.0,477
ja7231hs,Outbound,Qualified,N/A,Chicago,Corporate Events,Negotiation,1344.0,operations,False,True,245.0,215
ja8q3qg2,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,120.0,operations,True,False,-1000.0,685
jadgeqm2,Inbound,Qualified,N/A,Houston,Educational Seminars,Closed Lost,200.0,quality of delivery,False,True,188.0,383
jadopvuk,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Lost,300.0,operations,False,True,348.0,385
jahf5u95,Outbound,Qualified,N/A,Houston,Educational Seminars,Closed Lost,1350.0,financial control,True,True,174.0,32
javll9xi,N/A,N/A,N/A,N/A,Corporate Events,Checkbox,300.0,N/A,True,False,-1000.0,719
jbboy40e,Outbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Lost,0.0,operations,False,True,538.0,540
jbkzphx9,N/A,N/A,N/A,N/A,Sports Events,Closed Won,240.0,operations,True,False,-1000.0,373
jcbnsg2z,Inbound,Qualified,EducationExpo,N/A,Educational Seminars,Closed Lost,960.0,operations,False,True,715.0,715
jcennydl,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Lost,200.0,financial control,False,True,569.0,569
jch0l2oa,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,768.0,operations,True,True,516.0,577
jck55wbd,Inbound,Qualified,N/A,N/A,Educational Seminars,Demo 1,450.0,financial control,True,True,401.0,679
jd7av41z,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,509
jdhi8apw,N/A,N/A,N/A,N/A,Sports Events,Closed Won,960.0,operations,True,False,-1000.0,196
jdrkumvv,Inbound,Qualified,N/A,Austin,Sports Events,Closed Lost,360.0,operations,True,True,572.0,694
jersmur9,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,768.0,operations,True,True,5.0,95
jetfx5qs,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Lost,3750.0,quality of delivery,True,True,436.0,439
jeuupnk6,Inbound,Qualified,N/A,New York,Corporate Events,Closed Won,1344.0,quality of delivery,True,True,293.0,295
jf05cycg,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,N/A,True,False,-1000.0,816
jfajlxyk,Inbound,Qualified,N/A,Indianapolis,Educational Seminars,Closed Won,240.0,quality of delivery,True,True,694.0,372
jfcok4jp,Outbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,576.0,financial control,True,True,532.0,534
jfetiuyf,Inbound,Qualified,Branding book,N/A,Educational Seminars,Checkbox,1344.0,quality of delivery,True,True,552.0,614
jffgd6ot,Inbound,Qualified,N/A,Fort Worth,Sports Events,Closed Lost,240.0,N/A,True,True,375.0,376
jfsevalb,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,576.0,operations,True,False,-1000.0,243
jfvy0ft0,Inbound,Qualified,EducationExpo 2,N/A,Corporate Events,Closed Won,360.0,operations,True,True,620.0,625
jfxw5d21,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,financial control,True,False,-1000.0,308
jgihobre,Inbound,Qualified,N/A,San Jose,Educational Seminars,Closed Lost,300.0,financial control,True,True,267.0,155
jgw8lnaw,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,operations,True,False,-1000.0,253
jh7rjbsh,Outbound,Qualified,VirtualMeetups,San Francisco,Corporate Events,Closed Lost,324.0,financial control,True,True,679.0,680
jhmmtsad,Inbound,Qualified,N/A,Columbus,Educational Seminars,Closed Lost,240.0,quality of delivery,False,True,252.0,252
jhxtgf9s,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,N/A,True,False,-1000.0,553
ji3n5zqq,N/A,N/A,N/A,N/A,Educational Seminars,Checkbox,0.0,financial control,True,False,-1000.0,569
ji8kh9lq,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,True,230.0,230
jiipj9ve,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,operations,True,False,-1000.0,160
jixh2bjt,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,0.0,quality of delivery,True,False,-1000.0,569
jiyj7579,Outbound,Qualified,VirtualMeetups,Los Angeles,Educational Seminars,Checkbox,120.0,quality of delivery,True,True,652.0,657
jj2f59uh,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,operations,True,False,-1000.0,503
jjczinp7,Inbound,Qualified,N/A,Austin,N/A,Closed Lost,360.0,financial control,True,True,375.0,376
jjd1yxp6,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,120.0,operations,False,True,576.0,607
jjhguoay,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,360.0,quality of delivery,True,True,649.0,969
jjt7yxwd,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Lost,360.0,operations,True,True,477.0,477
jk8lfkzp,Outbound,Qualified,N/A,Washington,Corporate Events,Closed Lost,768.0,operations,False,True,477.0,395
jkhwlzxy,Outbound,Qualified,TradeShow 8,San Francisco,Corporate Events,Closed Won,600.0,quality of delivery,True,True,707.0,712
jkihinck,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,960.0,operations,True,False,-1000.0,454
jkrnvxb7,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,576.0,quality of delivery,True,True,582.0,582
jlanzuug,Inbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Lost,0.0,operations,False,True,691.0,693
jlmv3qjp,Outbound,Qualified,VirtualMeetups,Columbus,Sports Events,Closed Won,324.0,operations,True,True,756.0,756
jm1ztiw3,Outbound,Qualified,N/A,N/A,Sports Events,Negotiation,300.0,quality of delivery,True,True,595.0,601
jm65qa22,Inbound,Qualified,N/A,San Jose,Sports Events,Closed Lost,120.0,operations,False,True,445.0,446
jm7jtq5j,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,343
jmf6alvv,Inbound,Qualified,N/A,Los Angeles,Sports Events,Closed Won,300.0,operations,True,True,450.0,480
jmmfbpk7,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,150.0,quality of delivery,False,True,668.0,527
jmt9tr9s,Inbound,Qualified,TradeShow 8,Chicago,Corporate Events,Closed Won,360.0,financial control,True,True,684.0,688
jmy1k0q8,Inbound,Qualified,N/A,Denver,Corporate Events,Closed Won,768.0,operations,True,True,341.0,343
jnawr5gi,Inbound,Qualified,EducationExpo 2,N/A,Corporate Events,Closed Won,150.0,financial control,True,True,877.0,1030
jnfm0gkw,Inbound,Qualified,N/A,Austin,Sports Events,Closed Won,768.0,operations,True,True,351.0,355
jnhw4v6m,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,768.0,operations,True,True,62.0,154
jnjs4h1p,Inbound,Qualified,N/A,New York,Corporate Events,Demo 1,360.0,operations,False,True,345.0,348
jnk7s6c8,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Won,360.0,operations,True,True,529.0,539
jo20105b,Outbound,Qualified,TradeShow 7,Chicago,Sports Events,Demo 1,360.0,financial control,False,True,591.0,596
jo9b1bff,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,14876.0,N/A,True,False,-1000.0,575
jouz7d7a,Inbound,Qualified,N/A,San Antonio,Corporate Events,Closed Lost,360.0,financial control,True,True,387.0,361
jplaccfa,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,677
jpy2yvai,Outbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,450.0,financial control,True,True,700.0,555
jq2cbs51,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,N/A,True,True,230.0,232
jqkrk8qk,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Lost,200.0,operations,False,True,324.0,324
jqy4nx42,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,200.0,operations,False,True,285.0,285
jr2b3w7f,Inbound,Qualified,N/A,Denver,Sports Events,Closed Won,576.0,financial control,True,True,288.0,294
jr8w2k53,Outbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Lost,768.0,operations,False,True,335.0,188
jr9pg82h,Outbound,Qualified,N/A,New York,Corporate Events,Closed Lost,0.0,operations,False,True,546.0,523
jrnavbzh,Inbound,Qualified,N/A,New York,Corporate Events,Closed Won,150.0,operations,True,True,633.0,373
js5hzbbt,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,quality of delivery,True,False,-1000.0,515
js6og1pc,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,operations,True,False,-1000.0,707
jseobxmk,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,768.0,quality of delivery,True,True,474.0,476
jsfo1pto,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Lost,200.0,operations,False,True,154.0,184
jspqzbrr,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,N/A,True,False,-1000.0,439
jtesj3v0,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,240.0,operations,True,False,-1000.0,448
jtok6v9h,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,576.0,quality of delivery,True,False,-1000.0,6
ju9vdlm4,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,362
jubd73jd,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,150.0,quality of delivery,True,True,170.0,175
jusfald9,Inbound,Qualified,VirtualMeetups,Denver,Corporate Events,Closed Lost,576.0,operations,True,True,650.0,652
juy03jbv,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Won,768.0,quality of delivery,True,True,158.0,582
jv1wf6oa,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,576.0,operations,True,False,-1000.0,37
jvcxt0hx,Outbound,Qualified,EducationExpo,Los Angeles,Educational Seminars,Negotiation,300.0,financial control,True,True,676.0,679
jve5vgui,Outbound,Qualified,N/A,Chicago,Educational Seminars,Closed Lost,200.0,quality of delivery,False,True,676.0,402
jviz1qz4,Outbound,Qualified,ArtFair,San Diego,Educational Seminars,Closed Lost,300.0,operations,True,True,721.0,722
jvq7h81o,Inbound,Qualified,N/A,Houston,Corporate Events,Closed Lost,324.0,operations,False,True,64.0,64
jvsfhm7x,Inbound,Qualified,EducationExpo 2,N/A,Educational Seminars,Closed Won,240.0,time saving,True,True,616.0,621
jwe8tpo2,Outbound,Qualified,N/A,N/A,Sports Events,Closed Lost,150.0,operations,False,True,470.0,474
jwv1rdjm,Outbound,Qualified,TradeShow 5,Austin,Sports Events,Closed Won,768.0,financial control,True,True,547.0,578
jxc99lrq,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,525
jxdgoa0y,Outbound,Qualified,N/A,N/A,Sports Events,Closed Won,768.0,operations,True,True,34.0,62
jxo49y9d,Inbound,Qualified,N/A,Denver,Corporate Events,Closed Won,768.0,operations,True,True,283.0,286
jxpsd34y,N/A,N/A,N/A,N/A,Sports Events,Closed Lost,200.0,operations,True,False,-1000.0,0
jyucueql,Outbound,Qualified,VirtualMeetups,Houston,Corporate Events,Closed Won,360.0,quality of delivery,True,True,623.0,624
jywm2amz,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,financial control,True,False,-1000.0,846
jyzf0ozw,Inbound,Qualified,N/A,Charlotte,Corporate Events,Closed Lost,200.0,operations,False,True,341.0,342
jz469xtm,Inbound,Qualified,N/A,Philadelphia,Sports Events,Closed Lost,240.0,operations,True,True,694.0,373
jzca62aj,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,2400.0,N/A,True,False,-1000.0,519
jze59nus,Inbound,Qualified,N/A,Los Angeles,Educational Seminars,Closed Lost,324.0,quality of delivery,False,True,0.0,0
jzg9glyr,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,150.0,N/A,True,True,405.0,412
jzj2lkr9,Inbound,Qualified,N/A,Chicago,Educational Seminars,Closed Won,300.0,financial control,True,True,481.0,542
jzotgin6,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,1344.0,operations,True,True,385.0,387
k07jmphu,Inbound,Qualified,N/A,Seattle,Corporate Events,Closed Lost,1344.0,financial control,False,True,442.0,449
k0b42yik,Inbound,Qualified,N/A,Houston,Educational Seminars,Closed Won,120.0,quality of delivery,True,True,322.0,328
k0e5ou8q,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Lost,324.0,financial control,True,True,587.0,588
